name,price,type,color,psu,side_panel,external_volume,internal_35_bays
BitFenix Shinobi XL,,ATX Full Tower,White,,,77.2,7
BitFenix Merc Alpha,,ATX Mid Tower,Black,,,40.5,6
DIYPC SW-711,,ATX Mid Tower,Black,,,41.2,2
Rosewill Line Glow,,ATX Mid Tower,Black,,,35.5,8
Parvum Systems S1.0,,MicroATX Mid Tower,Black,,Acrylic,,2
Parvum Systems S1.0,,MicroATX Mid Tower,White,,Acrylic,,2
Antec P280,,ATX Mid Tower,White,,,68,6
Silverstone TJ10B-USB3.0,,ATX Full Tower,Black,,,69.2,6
Silverstone TJ10B-W,,ATX Full Tower,Black,,Acrylic,69.2,6
Silverstone TJ10B-W-USB3.0,,ATX Full Tower,Black,,Acrylic,69.2,6
Silverstone TJ10B-WNV,,ATX Full Tower,Black,,Acrylic,69.2,6
Silverstone TJ10S,,ATX Full Tower,Silver,,,69.2,6
Silverstone TJ10S-W,,ATX Full Tower,Silver,,Acrylic,69.2,6
Silverstone TJ10B-WNV-USB3.0,,ATX Full Tower,Black,,Acrylic,69.2,6
Silverstone RL04B,,ATX Mid Tower,Black,,,54.9,5
Silverstone RL03B-W-USB 3.0,,ATX Mid Tower,Black,,Acrylic,40.4,7
Silverstone PS05B-USB3.0,,ATX Mid Tower,Black,,,42.6,4
CFI Prime 311,,ATX Mid Tower,Black,,,42.7,4
CFI Prime 223,,ATX Mid Tower,Black,,,32.4,4
CFI Pharaoh,,ATX Full Tower,Black,,Acrylic,89.6,8
CFI Diablo LT,,ATX Mid Tower,Black,,Acrylic,48,4
Lian Li PC-7H,,ATX Mid Tower,Black,,,55.5,4
Lian Li PC-9N,,ATX Mid Tower,Silver,,,46.5,3
Lian Li PC-9N,,ATX Mid Tower,Black,,,46.5,3
Lian Li PC-Q07B USB3.0,,Mini ITX Tower,Black,,,11.6,1
Ultra XBlaster Pro,,ATX Mid Tower,Black,,,36,7
Ultra XBlaster V2,,ATX Mid Tower,Black,,,36,6
Ultra Gladiator,,ATX Mid Tower,Black,,,39.5,5
Thermaltake Overseer RX-I Snow Edition,,ATX Full Tower,White,,Acrylic,68.1,5
Enermax Hoplite ST,,ATX Mid Tower,Black,,Acrylic,48,6
Enermax Hoplite ST,,ATX Mid Tower,White,,Acrylic,48,6
Rosewill R5601,,ATX Mid Tower,Black,,,43.2,5
Thermaltake Urban S41,,ATX Mid Tower,Black,,,58.9,5
Thermaltake Urban S31 Window,,ATX Mid Tower,Black,,Acrylic,53.6,6
Xigmatek CCC-AD38BV-U03,,ATX Mid Tower,Black / Orange,,,43.6,8
Xigmatek CCC-AD38BX-U03,,ATX Mid Tower,Black / Silver,,,43.6,8
Enermax ECA3253,,ATX Mid Tower,Black,,Acrylic,43.8,5
Enermax ECA3253,,ATX Mid Tower,Black / White,,Acrylic,43.8,5
Enermax ECA3280A,,ATX Mid Tower,Black / Blue,,Acrylic,58.2,8
Enermax ECA3290A,,ATX Mid Tower,Gunmetal,,Acrylic,,7
Lian Li PC-Q27,,Mini ITX Tower,Silver,,,14.3,3
Lian Li PC-Q27,,Mini ITX Tower,Black,,,14.3,3
Lian Li PC-Q28,,Mini ITX Tower,Silver,,,23.8,4
Lian Li PC-Q28,,Mini ITX Tower,Black,,,23.8,4
Lian Li PC-K7B USB3.0,,ATX Mid Tower,Black,,,47,5
Lian Li PC-Q30,,Mini ITX Tower,Silver,,,23.4,0
Gigabyte GZ-G1SGS,,ATX Mid Tower,Black,,,33.8,6
Apevia X-DMR4,,ATX Mid Tower,Black,,Acrylic,43.1,4
Cougar Challenger,,ATX Mid Tower,Black / White,,Acrylic,71.6,7
In Win BP655.300TB3L,,Mini ITX Tower,Black,200,,8.1,0
In Win IW-Z611T.CQ350TSL,,MicroATX Mini Tower,Black / Silver,350,,24.2,1
In Win Z653T.CQ350TB3L,,MicroATX Mini Tower,Black,,,24.2,1
Silverstone GD01B-R-USB3.0,,HTPC,Black,,,,6
Silverstone PS08B,,MicroATX Mid Tower,White,,,23.7,4
Silverstone RL02B-W-USB 3.0,,ATX Mid Tower,Black,,Acrylic,40.4,7
Silverstone SG06BB-LITE,,Mini ITX Desktop,Silver,,Acrylic,,1
Xion XON-710P,,MicroATX Slim,Red / Black,300,,9.5,1
Xion XON-710P,,MicroATX Slim,White,300,,9.5,1
Xion XON-791B,,ATX Mid Tower,Black,,,,3
Zalman Z12,,ATX Mid Tower,Black,,,47.7,5
Apevia 837344000652,,ATX Mid Tower,Silver,350,Acrylic,39.5,4
Apevia ATXB8KLW-SS,,ATX Mid Tower,Silver,,Acrylic,40.3,4
Apevia MX-Pider,,ATX Full Tower,Silver,500,Acrylic,50.9,4
Apevia X-DMR3,,ATX Mid Tower,Silver,450,,37.1,6
Apevia X-Dreamer4,,ATX Mid Tower,Black / Red,,Acrylic,43.1,4
Apex DM-532-U3,,HTPC,Black,275,,13.8,1
Apex MI-110,,Mini ITX Tower,Black / Silver,250,Acrylic,9.7,1
DIYPC FM08,,ATX Mid Tower,Black,,,33.8,2
DIYPC FM08,,ATX Mid Tower,Black,,,33.8,2
DIYPC MiniQ1,,MicroATX Mini Tower,Black,,,24.7,2
DIYPC MiniQ7,,ATX Mini Tower,Black,,,24.8,2
DIYPC Skyline,,ATX Mid Tower,Black,,,28.3,6
Raidmax Super Hurricane,,ATX Mid Tower,Black,,,36.7,4
Raidmax Super Hurricane,,ATX Mid Tower,Black,450,,36.7,4
Raidmax Sting Ray ATX-249B,,ATX Mid Tower,White,,,43.4,3
Raidmax Atlas,,ATX Mid Tower,White / Black,,Acrylic,44.7,4
Raidmax ATX-502WBG,,ATX Mid Tower,Red / Black,,Acrylic,59.5,3
Raidmax ATX-502WBG,,ATX Mid Tower,Blue / Black,,Acrylic,59.5,3
Rosewill FB-03,,ATX Mid Tower,Black,,,26.5,4
Sentey CS1-1399 PLUS,,ATX Mid Tower,Black / Red,,,30.3,5
Sentey CS1-1410,,ATX Mid Tower,Black,400,,30.3,5
Sentey CS1-1410 PLUS,,ATX Mid Tower,Black,,,30.3,5
Sentey CS1-1420 PLUS,,ATX Mid Tower,Black,,,30.3,5
Sentey GS-6010,,ATX Mid Tower,Black,,,36.9,5
Sentey GS-6060 Plus,,ATX Mid Tower,Black / Blue,,Acrylic,40.2,4
Topower TP-1687BB-400,,MicroATX Desktop,Black,400,,15.4,1
Topower TP-6208BB,,ATX Mid Tower,Black,,Acrylic,,5
Xion XON-160P,,ATX Mid Tower,Black / Silver,500,,56.9,5
Xion XON-301,,ATX Mid Tower,Black / Silver,,Acrylic,,5
HEC Enterprise,,ATX Mid Tower,Black,,,,2
HEC Vigilance,,MicroATX Mini Tower,Black,400,,27.5,2
BitFenix Prodigy,,Mini ITX Tower,Green,,Acrylic,36,5
Lian Li PC-7H,,ATX Mid Tower,Black,,Acrylic,55.5,4
Lian Li PC-A76WX,,ATX Full Tower,Black,,Acrylic,,12
Cougar Pioneer,,ATX Mid Tower,Black,,Acrylic,,6
Gigabyte GZ-PD Plus,,ATX Mid Tower,Black,,,30.7,4
Nanoxia DS1WIB,,ATX Mid Tower,Black,,Acrylic,60,8
Nanoxia NXDS1W,,ATX Mid Tower,White,,Acrylic,60,8
In Win IW-Z589T.CQ350TB3U2L,,ATX Mid Tower,Black,350,,,1
CHENBRO ES34069-BK-180,,Mini ITX Tower,Black,180,,9.4,0
Aerocool Syclone2,,ATX Mid Tower,Black / Blue,,,,6
Aerocool Strike-X Advance,,ATX Mid Tower,Black / Red,,Acrylic,,0
BitFenix Phenom,,Mini ITX Tower,Black,,,30.6,6
BitFenix Phenom,,Mini ITX Tower,White,,,30.6,6
DIYPC FM08,,ATX Mid Tower,Black / Red,,,33.8,2
Rosewill THRONE-G-Window,,ATX Full Tower,Black,,Acrylic,74.8,10
Thermaltake Urban 21 BOM,,ATX Mid Tower,Black,,Acrylic,40.1,5
Gigabyte Sumo Omega,,ATX Mid Tower,Black,,,61.6,8
Gigabyte GZ-ZSUCWP,,ATX Mid Tower,Black,,,61.6,8
In Win H-Frame Mini,,Mini ITX Tower,Blue / Silver,180,,,0
Rosewill Galaxy-02,,ATX Mid Tower,Black,,,26.4,4
Rosewill Galaxy-01,,ATX Mid Tower,Black,,,45.9,4
Rosewill R536,,ATX Mid Tower,Black,500,,35.6,5
Xigmatek CCM-38BBW-U01,,ATX Mid Tower,Black,,Acrylic,67.8,8
Cubitek Mini Cube,,Mini ITX Tower,Black,,,,3
Cubitek Mini Cube,,Mini ITX Tower,Silver,,,,3
Cubitek Tattoo Beta 2,,ATX Mid Tower,Black,,,,5
Cubitek Tattoo Beta 2,,ATX Mid Tower,Black / Red,,Acrylic,,5
Cubitek Tattoo Pro 2,,ATX Mid Tower,Black / Red,,Acrylic,,5
Cubitek Tattoo White,,ATX Mid Tower,Black / White,,Acrylic,,5
Aerocool DS Cube,,MicroATX Mini Tower,Black,,,41.5,2
Aerocool DS Cube,,MicroATX Mini Tower,White,,Acrylic,41.5,2
Aerocool DS Cube,,MicroATX Mini Tower,Black / Red,,Acrylic,41.5,2
Aerocool DS Cube,,MicroATX Mini Tower,Black / Orange,,,41.5,2
Aerocool DS Cube,,MicroATX Mini Tower,Black / White,,,41.5,2
Aerocool DS Cube,,MicroATX Mini Tower,Black / Gold,,,41.5,2
Aerocool DS Cube,,MicroATX Mini Tower,Black / Gold,,Acrylic,41.5,2
Nanoxia NXDS4B,,MicroATX Mini Tower,White,,,,6
Nanoxia NXDS5B,,ATX Full Tower,Black,,,,11
Nanoxia NXDS5B,,ATX Full Tower,Black,,,,11
Thermaltake ARMOR A30i Speedy,,MicroATX Mini Tower,Black / Red,,Acrylic,35.5,3
Streacom ST-F1CB-EVO,,HTPC,Black,,,,0
Diablotek CPA-7630,,ATX Mid Tower,Black / Blue,,Acrylic,31.6,5
Enermax ECA3310A,,ATX Mid Tower,White,,Acrylic,58.6,7
Rosewill Legacy MX2-B,,ATX Mid Tower,Black,,,37.2,3
Rosewill Legacy MX2-B,,ATX Mid Tower,Black,,,37.2,3
Rosewill Legacy QT01-B,,ATX Mid Tower,Black,,,43.4,4
Rosewill Legacy QT01-S,,ATX Mid Tower,Black / Silver,,,43.4,4
Rosewill Legacy U2-B,,Mini ITX Tower,Black,,,15.4,2
Rosewill Legacy U2-B,,Mini ITX Tower,Black,,Acrylic,15.4,2
Rosewill Legacy U2-S,,Mini ITX Tower,Silver,,,15.4,2
Rosewill Legacy V6-B,,Mini ITX Tower,Black,,,12.5,4
Silverstone PS07B,,MicroATX Mini Tower,Black / Silver,,Acrylic,31.4,5
Xigmatek Assassin II,,ATX Mid Tower,Black / White,,Acrylic,55.1,5
Antec NSK3180,,MicroATX Mid Tower,Black,380,,26.6,2
Azza XT-1,,ATX Full Tower,White / Blue,,Acrylic,59.8,6
BitFenix Colossus Mini,,Mini ITX Tower,Black / White,,,57.9,5
CFI Prime 211,,ATX Mid Tower,Black / Red,,,32.4,2
Rosewill Legacy U3-B,,MicroATX Mini Tower,Silver,,Acrylic,20.1,2
Rosewill Legacy V3 Plus-B,,Mini ITX Tower,Silver,,,10,1
Rosewill Legacy V4-B,,MicroATX Mini Tower,Black,,,18.3,3
Raygo R12-42403,,MicroATX Mid Tower,Black / Silver,,,,2
Silverstone SG08B-LITE,,Mini ITX Desktop,Black,,,,1
Thermaltake Urban T31 Window,,ATX Mid Tower,Black,,Acrylic,,6
Raidmax ATX-402WB,,ATX Mid Tower,Black,,Acrylic,42.4,3
Xigmatek Aquila,,MicroATX Mini Tower,Black,,Acrylic,,2
Xigmatek Aquila,,MicroATX Mini Tower,Black / White,,Acrylic,,2
Apex EL-660,,ATX Mid Tower,Black,,,55.4,6
Wesena HTPC-e4-v3-B,,HTPC,Black,,,,2
In Win BP671.FH200B,,Mini ITX Tower,Black,200,,9.1,2
Lian Li PC-10N,,ATX Mid Tower,Black,,,,6
Nanoxia Deep Silence 2 White,,ATX Mid Tower,White,,,57,7
Rosewill QN100,,ATX Mid Tower,Black,,,29.7,2
Thermaltake Urban R21,,ATX Mid Tower,Black,,,39.8,5
Cooler Master TC102,,ATX Mid Tower,Black,500,,,2
Parvum Systems S2.0,,MicroATX Mini Tower,Black / Blue,,Acrylic,,2
Parvum Systems S2.0,,MicroATX Mini Tower,Black / Green,,Acrylic,,2
Parvum Systems S2.0,,MicroATX Mini Tower,Black / Orange,,Acrylic,,2
Parvum Systems S2.0,,MicroATX Mini Tower,Black / Red,,Acrylic,,2
Parvum Systems S2.0,,MicroATX Mini Tower,White / Black,,Acrylic,,2
Parvum Systems S2.0,,MicroATX Mini Tower,White / Blue,,Acrylic,,2
Parvum Systems S2.0,,MicroATX Mini Tower,Orange / White,,Acrylic,,2
Parvum Systems S2.0,,MicroATX Mini Tower,White / Gold,,Acrylic,,2
BitFenix Outlaw USB3.0,,ATX Mid Tower,Black,,,37.6,4
BitFenix Outlaw USB3.0,,ATX Mid Tower,White / Red,,,37.6,4
BitFenix Neos Window,,ATX Mid Tower,White / Purple,,Acrylic,37,3
BitFenix Neos,,ATX Mid Tower,White / Blue,,,37,3
BitFenix Neos,,ATX Mid Tower,White / Silver,,,37,3
BitFenix Phenom M Nvidia Edition,,MicroATX Mini Tower,Green / White,,,30.6,5
Azza Z,,Mini ITX Tower,Black,,Acrylic,16.7,0
Cooler Master K550,,ATX Mid Tower,Black,,Acrylic,58.3,7
DIYPC FM08,,ATX Mid Tower,Black,,,33.8,2
DIYPC Gamemax08,,ATX Mid Tower,Black / Green,,,33.8,2
Rosewill Legacy W1-B,,Mini ITX Tower,Black,,,31.1,4
Rosewill Legacy W1-B-Window,,Mini ITX Tower,Black,,Acrylic,31.1,4
Rosewill Legacy W1-S,,Mini ITX Tower,Silver,,,31.1,4
Rosewill Legacy W1-S-Window,,Mini ITX Tower,Silver,,Acrylic,31.1,4
Aerocool DS Cube,,MicroATX Mini Tower,Black / White,,,41.5,2
Aerocool DS Cube,,MicroATX Mini Tower,Black / Red,,,41.5,2
Aerocool DS Cube,,MicroATX Mini Tower,White,,,41.5,2
Aerocool DS 200,,ATX Mid Tower,Black,,,,5
Aerocool DS 200,,ATX Mid Tower,Black / White,,,,5
Lian Li PC-Q36W,,Mini ITX Tower,Silver,,,25.4,2
Lian Li PC-Q36W,,Mini ITX Tower,Gold,,,25.4,2
Lian Li PC-Q36W,,Mini ITX Tower,Black / Red,,,25.4,2
Lian Li PC-V359W,,MicroATX Mid Tower,Black / Red,,,36.6,3
Lian Li PC-V359W,,MicroATX Mid Tower,Black,,,36.6,3
Deepcool STEAM CASTLE,,MicroATX Mid Tower,White,,Acrylic,47.1,3
Zalman T1U3,,MicroATX Mini Tower,Black,,,24.7,2
Lian Li PC-Q33,,Mini ITX Tower,Silver,,,18.1,2
In Win GR One,,ATX Full Tower,Gray,,Acrylic,81,8
Athenatech SS-PS08,,MicroATX Mid Tower,Black,,,23.7,4
BitFenix Pandora,,MicroATX Mid Tower,Black,,Acrylic,31.2,2
BitFenix Pandora Core,,MicroATX Mid Tower,Black,,,31.2,2
BitFenix Pandora,,MicroATX Mid Tower,Silver,,,31.2,2
BitFenix Pandora Core,,MicroATX Mid Tower,Silver,,,31.2,2
Lian Li PC-A61,,ATX Mid Tower,Black,,Acrylic,57.4,6
Lian Li PC-Q01,,Mini ITX Tower,Silver,,,13.2,2
Lian Li PC-Q19,,Mini ITX Tower,Silver,,,22.4,1
Lian Li PC-Q19,,Mini ITX Tower,Black,,,22.4,1
Lian Li PC-Q35A,,Mini ITX Tower,Silver,,,18.1,5
Lian Li PC-V1000L,,ATX Full Tower,Silver,,,73.6,0
Lian Li PC-V358,,MicroATX Mid Tower,Silver,,,36.6,6
Lian Li PC-Q36W,,Mini ITX Tower,Black,,,25.4,2
Lian Li PC-Q36W,,Mini ITX Tower,Silver,,,25.4,2
DIYPC Mirage-D1,,ATX Mid Tower,Black / White,,Acrylic,37.2,4
Enermax Thorex,,ATX Mid Tower,Black,,,,3
In Win BL641.FH300TB3F,,HTPC,Black,300,,11.6,2
In Win BL672.FH300TB3F,,HTPC,Black / Silver,,,11.6,2
In Win D-FRAME MINI,,Mini ITX Tower,Black / Red,,Tempered Glass,46.3,3
In Win EC046.CQ450TB3K,,ATX Mid Tower,Black,,,43.6,4
In Win S-FRAME,,ATX Full Tower,Black,,Tempered Glass,131.3,4
Aerocool GT-A,,ATX Mid Tower,Black / Red,,Acrylic,,3
DIYPC Shadow-H01,,ATX Mid Tower,Black,,Acrylic,47.8,4
Silverstone FT05,,ATX Mid Tower,Black / Silver,,Acrylic,45.3,2
Silverstone FT05,,ATX Mid Tower,Silver,,,45.3,2
Thermaltake Level 10 Titanium,,ATX Full Tower,Black / Silver,,,129.6,6
Nanoxia Deep Silence 5,,ATX Full Tower,White,,,,11
BitFenix Prodigy M,,MicroATX Mini Tower,Black / Blue,,Acrylic,35.9,4
BitFenix Prodigy M,,MicroATX Mini Tower,Black / Blue,,,35.9,4
BitFenix Prodigy M,,MicroATX Mini Tower,Black / Green,,,35.9,4
BitFenix Prodigy M,,MicroATX Mini Tower,Black / Orange,,,35.9,4
BitFenix Prodigy M,,MicroATX Mini Tower,Black / Red,,,35.9,4
Lian Li PC-Q26,,Mini ITX Tower,Silver,,,33.8,10
Aerocool Strike-X Advance,,ATX Mid Tower,Black,,Acrylic,,0
Cooltek W1,,Mini ITX Tower,Black,,,,4
Cooltek W1,,Mini ITX Tower,Black,,Acrylic,,4
Cooltek W1,,Mini ITX Tower,Silver,,,,4
Cooltek W1,,Mini ITX Tower,Silver,,Acrylic,,4
Cooler Master Force 500,,ATX Mid Tower,Black,500,,39.8,7
Cooler Master K280,,ATX Mid Tower,Black,500,,,6
DIYPC FM18,,ATX Mid Tower,Black / White,,Acrylic,33.8,2
DIYPC HTPC-Cube,,Mini ITX Tower,Black,,,,1
DIYPC Ranger-R4,,ATX Mid Tower,Black / Blue,,Acrylic,41.6,4
DIYPC Solar-M1,,ATX Mid Tower,Black / Orange,,Acrylic,38,5
Deepcool STEAM CASTLE,,MicroATX Mid Tower,Camo,,Acrylic,47.1,3
Deepcool STEAM CASTLE,,MicroATX Mid Tower,White,,,47.1,3
Enermax Fulmo ST,,ATX Full Tower,Black / Red,,Acrylic,,8
Gigabyte GZ-X7B-U3NP,,ATX Mid Tower,Black / Red,,,,6
Gigabyte GZ-ZGS4B5,,ATX Mid Tower,Black,,,,5
Gigabyte GZ-ZGS5B5,,ATX Mid Tower,Black,,,,5
Gigabyte GZ-ZHSGWJ,,ATX Mid Tower,Black / Blue,,Acrylic,,8
Gigabyte GZ-ZHSHWW,,ATX Mid Tower,Black,,,,8
Gigabyte GZ-ZHSMW8,,MicroATX Mini Tower,Black,,,,3
Lian Li PC-K69,,ATX Mid Tower,Black,,Acrylic,,3
Lian Li PC-Q33,,Mini ITX Tower,Silver,,Acrylic,18.1,2
NZXT Phantom 240,,ATX Mid Tower,Black / Gray,,Acrylic,,6
Aerocool XPredator Cube,,MicroATX Mid Tower,Black / Red,,Acrylic,,3
Raidmax Atomic,,Mini ITX Tower,Black,,Acrylic,,1
Raidmax Scorpio V,,ATX Mid Tower,Pink,,Acrylic,54.6,8
RAIJINTEK Metis,,Mini ITX Tower,Silver,,Acrylic,13.4,1
RAIJINTEK Metis,,Mini ITX Tower,Blue,,Acrylic,13.4,1
RAIJINTEK Metis,,Mini ITX Tower,Gold,,Acrylic,13.4,1
RAIJINTEK Metis,,Mini ITX Tower,Black,,,13.4,1
RAIJINTEK Metis,,Mini ITX Tower,Blue,,,13.4,1
RAIJINTEK Metis,,Mini ITX Tower,Silver,,,13.4,1
RAIJINTEK Metis,,Mini ITX Tower,Gold,,,13.4,1
BitFenix Aegis,,MicroATX Mid Tower,Blue,,Acrylic,46.2,4
BitFenix Aegis Core,,MicroATX Mid Tower,Red,,Acrylic,46.2,4
BitFenix Aegis,,MicroATX Mid Tower,White,,Acrylic,46.2,4
BitFenix Aegis,,MicroATX Mid Tower,Yellow,,Acrylic,46.2,4
BitFenix Aegis Core,,MicroATX Mid Tower,Yellow,,Acrylic,46.2,4
Silverstone KL05B,,ATX Mid Tower,Black,,,,6
Antec ISK600M,,MicroATX Mini Tower,Black,,,,3
NOX Coolbay VX,,ATX Mid Tower,Black / Blue,,,34.3,7
Sentey Ss6-2441,,MicroATX Mini Tower,White,,,,2
Sentey Ss6-2441,,MicroATX Mini Tower,Black / White,,,,2
Azza Nova 8000,,ATX Full Tower,Gunmetal,,Acrylic,,6
Azza ZEN 8100,,ATX Full Tower,Black,,Acrylic,,6
BitFenix Aegis Core,,MicroATX Mid Tower,Black,,Acrylic,46.2,4
BitFenix Aegis Core,,MicroATX Mid Tower,Blue,,Acrylic,46.2,4
BitFenix Aegis,,MicroATX Mid Tower,Black,,Acrylic,46.2,4
BitFenix Aegis,,MicroATX Mid Tower,Blue,,Acrylic,46.2,4
BitFenix Aegis,,MicroATX Mid Tower,Red,,Acrylic,46.2,4
BitFenix Aegis,,MicroATX Mid Tower,Yellow,,Acrylic,46.2,4
BitFenix Aegis Core,,MicroATX Mid Tower,Red,,Acrylic,46.2,4
DIYPC DIY-BJ05,,ATX Mid Tower,Black,,,,3
Azza Draco 207,,ATX Mid Tower,Black / Blue,,Acrylic,,5
Azza Draco 207,,ATX Mid Tower,Black / Red,,Acrylic,,5
Silverstone PS11B,,ATX Mid Tower,Black,,,,3
Raidmax Troy,,Mini ITX Desktop,Black / Red,,,,1
Silverstone KL06B,,MicroATX Mini Tower,Black,,,,1
Silverstone KL06B,,MicroATX Mini Tower,Black,,Acrylic,,1
Sentey GS-6090,,ATX Mid Tower,Black,,Acrylic,,4
RAIJINTEK Aeneas,,MicroATX Mini Tower,Black,,Acrylic,,4
RAIJINTEK Aeneas,,MicroATX Mini Tower,White,,Acrylic,,4
Lian Li PC-O5,,HTPC,Black,,Tempered Glass,,2
Cooler Master CM690 II Advanced,,ATX Mid Tower,Black / White,,,56.3,6
Sentey SS1-2423,,HTPC,Black / Silver,,,,1
Aerocool XPredator Cube,,MicroATX Mid Tower,Black / Red,,Acrylic,,3
BitFenix Neos,,ATX Mid Tower,Black / Blue,,Acrylic,37,3
BitFenix Neos,,ATX Mid Tower,Black,,,37,3
BitFenix Aegis,,MicroATX Mid Tower,Black / White,,Acrylic,46.2,4
Cooler Master HAF XM,,ATX Mid Tower,Black / Red,,Acrylic,76,6
Lian Li PC-O6S,,HTPC,Black,,Tempered Glass,,6
Sentey Ss1-2429,,MicroATX Mid Tower,Black / Blue,,,,0
Sentey Ss1-2429,,MicroATX Mid Tower,Black / Purple,,,,0
Cooltek W2,,ATX Mid Tower,Black,,,,3
Cooltek W2,,ATX Mid Tower,Silver,,,,3
DIYPC Adventurer-I8,,ATX Mid Tower,Black / Blue,,Acrylic,,2
DIYPC Adventurer-I8,,ATX Mid Tower,Black / Green,,Acrylic,,2
DIYPC Adventurer-I8,,ATX Mid Tower,Black / Red,,Acrylic,,2
Aerocool QS-102,,HTPC,Black,,,,0
Aerocool QS-102,,HTPC,Black,400,,,0
JMAX JX-FM500B,,MicroATX Mini Tower,Black,,,,0
DIYPC Cuboid,,MicroATX Mini Tower,Black / Blue,,Acrylic,,3
Raidmax Element,,Mini ITX Desktop,Black / Green,,,,2
Raidmax Element,,Mini ITX Desktop,Black / Pink,,,,2
Raidmax Element,,Mini ITX Desktop,Black / Pink,,,,2
Raidmax Element,,Mini ITX Desktop,Black / Gray,450,,,2
Antec P50,,MicroATX Mini Tower,Black,,Acrylic,,3
Aerocool Aero-500 - C,,ATX Mid Tower,White / Black,,Acrylic,45.1,4
Aerocool Aero-800,,ATX Mid Tower,Black / Blue,,Acrylic,,2
Aerocool Aero-800,,ATX Mid Tower,Black / Gray,,Acrylic,,2
Silverstone ML08,,HTPC,Black,,Acrylic,,0
Silverstone ML08,,HTPC,Black,,Acrylic,,0
Logisys CS136BK,,ATX Mid Tower,Black / Silver,480,,23.7,3
Rosewill WolfStone,,ATX Mid Tower,Black,,,,8
Raidmax EXO,,ATX Mid Tower,Black / Blue,,,,2
DIYPC Futurus,,MicroATX Mid Tower,Black / Blue,,Acrylic,,2
DIYPC Futurus,,MicroATX Mid Tower,White,,Acrylic,,2
SHARKOON CA-I,,Mini ITX Desktop,Black,,,,1
SHARKOON CA-I,,Mini ITX Desktop,Silver,,,,1
SHARKOON CA-M,,MicroATX Mini Tower,Silver,,,,2
In Win 909,,ATX Full Tower,Black,,Tempered Glass,,4
In Win 909,,ATX Full Tower,Silver,,Tempered Glass,,4
RAIJINTEK STYX,,MicroATX Mini Tower,Black,,Acrylic,,3
RAIJINTEK STYX,,MicroATX Mini Tower,Gold,,Acrylic,,3
RAIJINTEK STYX,,MicroATX Mini Tower,Black,,,,3
SHARKOON BD28,,ATX Mid Tower,Black / Red,,Acrylic,,3
Silverstone RVX01 Window,,ATX Mid Tower,Black / Blue,,Acrylic,,4
Silverstone RVX01,,ATX Mid Tower,Black,,,,4
Silverstone RVX01 Window,,ATX Mid Tower,Black / Red,,Acrylic,,4
Silverstone RVX01 Window,,ATX Mid Tower,Black / Green,,Acrylic,,4
Lian Li PC-Q21,,Mini ITX Tower,Silver,,,,2
VIVO Athena,,ATX Mid Tower,Black,,Acrylic,,2
RAIJINTEK AGOS,,ATX Mid Tower,Black,,,,6
RAIJINTEK AGOS,,ATX Mid Tower,White,,,,6
Apevia X-Pioneer,,ATX Mid Tower,Black / Blue,,Acrylic,,4
Apevia X-Pioneer,,ATX Mid Tower,White / Blue,,Acrylic,,4
Apevia X-QPack3,,MicroATX Mini Tower,Black,,,,2
NZXT Manta,,Mini ITX Desktop,Black,,,,2
Lian Li PC-O7S,,HTPC,Black,,Tempered Glass,,7
Lian Li PC-V33,,ATX Mid Tower,Black,,,,4
Lian Li PC-V33,,ATX Mid Tower,Black,,Acrylic,,4
BitFenix Pandora ATX,,ATX Mid Tower,Black,,Acrylic,,4
Sentey BX1-4284 Plus,,ATX Mid Tower,Black / Blue,,Acrylic,,4
DIYPC Zondda,,ATX Mid Tower,White,,Acrylic,,4
Diablotek CPA-8818,,ATX Mid Tower,Black,,Acrylic,,5
DIYPC D480,,ATX Mid Tower,Black,,Acrylic,,2
LEPA LPC501,,ATX Mid Tower,Black / Blue,,Acrylic,,6
Phanteks Eclipse P400S,,ATX Mid Tower,Gray,,Tinted Acrylic,45.9,2
Xigmatek Nebula,,Mini ITX Tower,White,,,22.3,2
Lian Li PC-Q04,,Mini ITX Tower,Silver,,,,2
Lian Li PC-Q04,,Mini ITX Tower,Black,,,,2
Silverstone LC18,,HTPC,Black,,,30.6,5
DIYPC VT380,,ATX Mid Tower,White,,Acrylic,,3
Silverstone PS12B,,MicroATX Mid Tower,Black,,,,4
Apevia X-Qtis,,MicroATX Mid Tower,Black / Blue,,Acrylic,,4
Apevia X-Qtis,,MicroATX Mid Tower,White / Blue,,Acrylic,,4
Antec S10,,ATX Full Tower,Black,,,,6
In Win H-Tower,,ATX Full Tower,Silver,,,,1
DIYPC DIY-N8,,MicroATX Mini Tower,White,,Acrylic,,2
Lian Li PC-TU300,,ATX Mid Tower,Silver,,,,2
Antec GX1000,,ATX Mid Tower,Black,,,,6
Antec GX900,,ATX Mid Tower,Black / Green,,,,3
Antec P280,,ATX Mid Tower,Black,,Acrylic,68,6
Antec P380,,ATX Full Tower,Black,,Acrylic,,8
Antec Three Hundred U3,,ATX Mid Tower,Black,,,,0
DIYPC D780,,ATX Full Tower,Black,,Acrylic,,8
DIYPC DIY-BJ03,,ATX Mid Tower,Black,,,,3
DIYPC F1,,MicroATX Mini Tower,White,,Acrylic,,2
DIYPC G580,,ATX Mid Tower,Black,,Acrylic,,3
DIYPC P28,,ATX Mid Tower,Black,,,,3
DIYPC P48,,ATX Mid Tower,Black,,,,3
